area_id,num_transactions,population,age_0_17,age_18_64,age_65+
E05000467,26348,11039,2932,6885,1222
E05000468,13946,10088,2414,6386,1288
E05000469,16846,9962,2179,6370,1413
E05000470,13097,10856,2687,6806,1363
E05000471,58175,10180,1994,7288,898
E05000472,29998,8188,1738,4712,1738
E05000473,17567,10202,2375,6340,1487
E05000474,26687,11082,2818,7289,975
E05000475,121545,16077,3884,11292,901
E05000476,184296,17201,4761,11076,1364
E05000477,94771,16442,3978,11186,1278
E05000478,139375,18184,4166,12753,1265
E05000479,112186,14142,3854,9316,972
E05000480,73802,17238,4438,11519,1281
E05000481,70066,14626,3703,9656,1267
E05000482,131464,16652,5051,10389,1212
E05000483,110535,16563,3698,11565,1300
E05000484,92539,17783,3930,12642,1211
E05000485,168750,16379,4269,11024,1086
E05000486,172694,15307,3783,10287,1237
E05000487,88094,17976,5575,11120,1281
E05000488,124582,15990,4299,10476,1215
E05000489,138255,15998,4075,10619,1304
E05000490,165919,17676,4725,11733,1218
E05000491,150361,12672,2849,9313,510
E05000492,188564,27615,4818,21657,1140
E05000493,64565,15351,4443,9837,1071
E05000494,87849,16382,3683,11395,1304
E05000516,88580,10131,2315,6157,1659
E05000517,27389,10479,2759,6094,1626
E05000518,4612,10781,2590,6753,1438
E05000519,6899,10679,2495,6440,1744
E05000520,3572,10264,2247,6172,1845
E05000521,3531,9602,2141,5794,1667
E05000522,4727,11391,2589,7146,1656
E05000523,5088,10624,2528,6414,1682
E05000524,8846,11518,2591,7112,1815
E05000525,27914,11405,2696,7187,1522
E05000526,11298,11274,2589,7081,1604
E05000527,8160,11649,2869,7545,1235
E05000528,7838,11223,2129,7347,1747
E05000529,5583,10425,2294,6830,1301
E05000530,6748,10693,2233,6743,1717
E05000531,7511,10838,2214,7159,1465
E05000532,6079,11086,2841,6858,1387
E05000533,6301,10062,2244,6086,1732
E05000555,4134,10672,2526,6620,1526
E05000556,4477,11148,2759,6640,1749
E05000557,4753,10470,2262,6382,1826
E05000558,6063,10434,2288,6630,1516
E05000559,5248,10392,2554,6094,1744
E05000560,5987,10487,2324,5916,2247
E05000561,4480,10919,2285,6531,2103
E05000562,8178,12447,3356,7759,1332
