area_id,num_transactions,population,age_0_17,age_18_64,age_65+
E05000488,121914,15990,4299,10476,1215
E05000489,135933,15998,4075,10619,1304
E05000490,164649,17676,4725,11733,1218
E05000491,149475,12672,2849,9313,510
E05000492,180402,27615,4818,21657,1140
E05000493,63612,15351,4443,9837,1071
E05000494,86018,16382,3683,11395,1304
E05000516,82422,10131,2315,6157,1659
E05000517,27964,10479,2759,6094,1626
E05000518,4297,10781,2590,6753,1438
E05000519,5808,10679,2495,6440,1744
E05000520,2591,10264,2247,6172,1845
E05000521,3428,9602,2141,5794,1667
E05000522,4700,11391,2589,7146,1656
E05000523,5257,10624,2528,6414,1682
E05000524,8703,11518,2591,7112,1815
E05000525,27539,11405,2696,7187,1522
E05000526,10964,11274,2589,7081,1604
E05000527,7518,11649,2869,7545,1235
E05000528,6045,11223,2129,7347,1747
E05000529,5727,10425,2294,6830,1301
E05000530,5531,10693,2233,6743,1717
E05000531,6182,10838,2214,7159,1465
E05000532,5137,11086,2841,6858,1387
E05000533,5403,10062,2244,6086,1732
E05000555,3678,10672,2526,6620,1526
E05000556,4077,11148,2759,6640,1749
E05000557,4486,10470,2262,6382,1826
E05000558,4531,10434,2288,6630,1516
E05000559,4694,10392,2554,6094,1744
E05000560,5131,10487,2324,5916,2247
E05000561,3815,10919,2285,6531,2103
E05000562,6609,12447,3356,7759,1332
E05000563,7971,10811,2451,6683,1677
E05000564,6674,11772,2569,7851,1352
E05000565,6878,10900,2578,6471,1851
E05000566,4982,10400,2084,6596,1720
E05000567,8248,11055,2355,7116,1584
E05000568,7475,10635,2494,6658,1483
E05000569,4596,11563,2628,7333,1602
E05000570,4700,10767,2326,6495,1946
E05000571,9205,12132,3220,7775,1137
E05000572,7018,12866,3083,8050,1733
E05000590,198173,14157,3487,9599,1071
E05000591,142954,13179,3030,9150,999
E05000592,156897,14775,3962,9591,1222
E05000593,158181,10609,2047,6081,2481
E05000594,188340,11108,2336,6798,1974
E05000595,346304,13255,3014,8986,1255
E05000596,196082,15184,3245,10820,1119
E05000597,341810,12375,3174,7778,1423
E05000598,275834,11626,2690,6921,2015
E05000599,68831,14849,3370,10312,1167
E05000600,78842,14298,4018,9177,1103
E05000601,137410,14543,3454,9837,1252
E05000602,172229,12085,2678,7524,1883
E05000603,241567,15881,4131,10337,1413
E05000604,212488,15442,4170,10088,1184
E05000605,359627,13599,2630,9919,1050
E05000606,105892,13639,3439,9082,1118
E05000607,121015,12349,2969,7664,1716
E05000608,86608,13706,3473,9089,1144
E05000609,162493,14012,3713,9015,1284
E05000610,111545,15665,2710,11681,1274
E05000611,48640,14240,2460,10674,1106
E05000612,52380,16349,3044,12193,1112
E05000613,21129,15380,2500,11098,1782
E05000614,18140,15216,2166,11965,1085
E05000615,52635,16834,4025,11137,1672
E05000616,38745,15561,3160,11048,1353
E05000617,80493,15945,3263,11340,1342
E05000618,37226,14742,2669,10587,1486
E05000619,43397,16128,3421,11650,1057
E05000620,187585,17592,2903,13164,1525
E05000621,20145,16790,3744,11313,1733
E05000622,52153,17897,3005,12913,1979
E05000623,29441,15510,2151,12143,1216
E05000624,44738,16402,3644,11319,1439
E05000625,15790,15615,2844,11165,1606
E05000626,50320,16348,3239,11525,1584
