area_id,num_transactions,population,age_0_17,age_18_64,age_65+
E05009292,4252,802,101,646,55
E05009302,10769,1350,152,850,348
E05009305,4408,962,95,756,111
E05009310,4470,1121,294,675,152
E05009317,118483,21280,5002,14941,1337
E05009318,65068,15473,2856,11930,687
E05009319,161592,18070,3567,13283,1220
E05009320,106015,13920,2903,9893,1124
E05009321,169162,8870,2367,5992,511
E05009322,145934,14217,4001,9576,640
E05009323,118631,17055,2924,13517,614
E05009324,48994,15189,2768,11541,880
E05009325,120597,17185,5319,10709,1157
E05009326,51306,7617,1274,5982,361
E05009327,112031,20353,5493,13705,1155
E05009328,35233,8054,2148,5473,433
E05009329,57977,14406,3615,9896,895
E05009330,47008,12123,1745,9519,859
E05009331,237075,18298,3813,13302,1183
E05009332,51963,15454,3880,10487,1087
E05009333,120853,13667,2377,10542,748
E05009334,44591,11933,2919,7997,1017
E05009335,164172,14716,2836,10908,972
E05009336,118582,15948,2990,12161,797
E05009367,24034,9225,1401,7271,553
E05009368,29643,14357,4536,8992,829
E05009369,51417,14501,3120,10263,1118
E05009370,35115,8149,1071,6673,405
E05009371,62081,7880,1294,5972,614
E05009372,135983,13696,2762,9794,1140
E05009373,76368,14092,2898,10134,1060
E05009374,231152,12668,2994,8688,986
E05009375,102623,14305,2884,10339,1082
E05009376,237421,12828,3150,8840,838
E05009377,52615,14016,2194,11133,689
E05009378,68962,14762,2495,11448,819
E05009379,137784,13497,3624,8637,1236
E05009380,108749,16030,3749,11144,1137
E05009381,88320,13676,2494,10030,1152
E05009382,36957,9627,1881,7143,603
E05009383,46698,19321,7267,10649,1405
E05009384,13529,8192,2874,4595,723
E05009385,40601,12758,2271,9476,1011
E05009386,168367,14372,3178,10095,1099
E05009387,28688,10674,2983,6829,862
E05009388,110011,9833,1731,6703,1399
E05009389,19665,12264,1808,8536,1920
E05009390,82588,9343,2026,5881,1436
E05009391,43534,8031,1374,5221,1436
E05009392,126399,9187,1579,6383,1225
E05009393,22908,9138,1397,6719,1022
E05009394,34569,7258,1734,4577,947
E05009395,132190,10667,1480,7981,1206
E05009396,45645,8616,1718,5853,1045
E05009397,110016,8113,1570,5395,1148
E05009398,45441,5539,1080,3565,894
E05009399,78342,7041,1619,4223,1199
E05009400,57889,5873,874,4190,809
E05009401,28148,9714,1586,7024,1104
E05009402,56016,9799,1853,6768,1178
E05009403,22509,10881,1593,7067,2221
E05009404,40715,7046,1439,4716,891
E05009405,35620,10246,1867,6845,1534
E05011095,80180,9987,1074,8214,699
E05011096,72181,15928,3641,10992,1295
E05011097,15527,12014,2588,8569,857
E05011098,193229,15593,2739,11981,873
E05011099,18637,7133,1545,4889,699
E05011100,27212,11273,3017,6930,1326
E05011101,39635,11993,2866,7737,1390
E05011102,144371,12309,3120,8217,972
E05011103,31007,12784,2373,9258,1153
E05011104,238601,16279,2559,13005,715
E05011105,135450,14242,2788,10239,1215
E05011106,351415,18952,3112,14355,1485
E05011107,118497,11158,2188,7993,977
E05011108,74065,13369,2750,9518,1101
E05011109,180753,18413,4704,12153,1556
E05011110,97189,15767,4089,10546,1132
E05011111,34038,10322,2472,7070,780
E05011112,442069,16365,2997,12218,1150
E05011113,43189,18155,3888,12593,1674
E05011114,93492,5984,945,4600,439
E05011115,68401,13241,2824,9348,1069
E05011116,332540,15262,3065,11023,1174
E05011117,398378,11911,1558,9552,801
E05011217,7552,11177,2553,6754,1870
E05011218,18814,16954,4466,10393,2095
E05011219,10470,16216,3165,9488,3563
E05011220,14542,16456,3378,10017,3061
E05011221,12037,17285,3665,10358,3262
E05011222,7764,15925,3686,9780,2459
E05011223,12753,15709,3325,9398,2986
E05011224,25817,16252,3543,9792,2917
E05011225,9197,11481,3147,6913,1421
E05011226,22545,16703,3624,10458,2621
